,title,rank_in_sale,suggested_price(€)
666,Carnival Games® VR,667,18.708299999999998
667,Toy Soldiers HD,668,29.238299999999995
668,Monster Truck Championship Rebel Hunter Edition,669,46.7883
669,Monster Truck Championship Rebel Hunter Edition,670,46.7883
670,Dead by Daylight: Ash vs Evil Dead PS4™ & PS5™,671,4.6683
671,DYNASTY WARRIORS 9 Empires Deluxe Edition,672,105.28829999999999
672,Dead by Daylight: Demise of the Faithful Chapter PS4™ & PS5™,673,7.5933
673,Sky Gamblers - Air Supremacy 2,674,29.238299999999995
674,Tales of Zestiria - Digital Standard Edition,675,29.238299999999995
675,Trine 4: The Nightmare Prince,676,29.238299999999995
676,Lawn Mowing Simulator - Dino Safari PS4 & PS5,677,4.6683
677,Kingdom Two Crowns: Norse Lands,678,6.774299999999999
678,Behind the Frame: The Finest Scenery,679,10.5183
679,KINGDOM HEARTS Melody of Memory,680,58.488299999999995
680,Embr,681,18.708299999999998
681,"Warhammer 40,000: Inquisitor - Martyr",682,40.9383
682,Train Sim World® 2: Great Western Express,683,29.238299999999995
683,Train Sim World® 2: Great Western Express,684,
684,ONE PIECE World Seeker Extra Episode 1: Void Mirror Prototype,685,9.3483
685,DRAGON BALL FIGHTERZ - Broly,686,4.6683
686,Train Sim World® 2: West Cornwall Local: Penzance - St Austell & St Ives,687,29.238299999999995
687,Ashen,688,38.5983
688,For The King,689,23.388299999999997
689,Lawn Mowing Simulator - Ancient Britain PS4 & PS5,690,4.6683
690,Kingdom Two Crowns,691,18.1233
691,Cake Bash,692,18.708299999999998
692,Emily Wants to Play Too,693,7.5933
693,Voice of Cards: The Isle Dragon Roars,694,29.238299999999995
694,This War of Mine: The Little Ones,695,18.708299999999998
695,Overpass,696,29.238299999999995
696,Bad North,697,14.0283
697,Call of Cthulhu®,698,18.708299999999998
698,Little Big Workshop,699,18.708299999999998
699,XCOM® 2,700,52.6383
700,KINGDOM HEARTS HD 2.8 Final Chapter Prologue,701,56.1483
701,Bassmaster® Fishing 2022: 2022 Bassmaster Classic®,702,31.578299999999995
702,How to Survive 2,703,14.0283
703,KINGDOM HEARTS III Re Mind + Concert Video,704,38.5983
704,Generation Zero ® - Base Warfare Starter Bundle,705,37.42829999999999
705,Hourglass,706,23.388299999999997
706,Hourglass,707,23.388299999999997
707,Train Sim World® 2: Arosalinie: Chur - Arosa,708,29.238299999999995
708,Ticket To Ride,709,18.708299999999998
709,Train Sim World® 2: DB BR 187,710,13.443299999999999
710,Virtua Fighter 5 Ultimate Showdown Main Game ＆ TEKKEN 7 DLC Pack,711,29.238299999999995
711,Evil Dead: The Game - The Classics Bundle,712,9.3483
712,Train Sim World® 2: Rhein-Ruhr Osten: Wuppertal - Hagen,713,29.238299999999995
713,Train Sim World® 2: Rhein-Ruhr Osten: Wuppertal - Hagen,714,
714,Emily Wants to Play,715,5.8383
715,Pure Farming 2018,716,29.238299999999995
716,QUByte Classics - Zero Tolerance Collection by PIKO,717,10.5183
717,Firechief Bundle,718,46.7883
718,Shattered: Tale of the Forgotten King,719,29.238299999999995
719,Dragon Ball Xenoverse - Season Pass,720,23.388299999999997
720,Bomber Crew,721,18.708299999999998
721,MELTY BLOOD: TYPE LUMINA,722,52.6383
722,Firefighters: Plant Fire Department,723,23.388299999999997
723,ONE PIECE World Seeker Extra Episode 3: The Unfinished Map,724,9.3483
724,Yet Another Zombie Defense HD,725,4.6683
725,Chickens On The Road,726,0.9243
726,The Psychoduck PS4 & PS5,727,4.6683
727,Train Sim World® 2 Starter Bundle - German Edition,728,38.5983
728,Trove - Mega Menagerie Pack,729,29.238299999999995
729,TEKKEN 7 Collaboration Pack,730,9.3483
730,ONE PIECE World Seeker Extra Episode 2: Where Justice Lies,731,9.3483
731,Telling Lies,732,18.708299999999998
732,Insurgency: Sandstorm - Year 1+2 Bundle,733,52.6383
733,WHO WANTS TO BE A MILLIONAIRE? – DELUXE UPGRADE,734,9.3483
734,LEGO® Star Wars™: The Bad Batch Character Pack,735,2.9133
735,LEGO® Star Wars™: The Skywalker Saga Trooper Pack,736,2.9133
736,Firefighters - The Simulation Platinum Bundle,737,33.918299999999995
737,Train Sim World® 2: Ruhr-Sieg Nord,738,29.238299999999995
738,Train Sim World® 2: Ruhr-Sieg Nord,739,
739,RESONANCE OF FATE 4K/HD EDITION,740,33.918299999999995
740,They Always Run,741,16.368299999999998
741,Rescue HQ - The Tycoon,742,29.238299999999995
742,Fishing Sim World®: Pro Tour - Giant Carp Pack,743,14.0283
743,DEATHRUN TV,744,14.0283
744,The Artful Escape,745,18.708299999999998
745,Forestry 2017 - The Simulation,746,18.708299999999998
746,Train Sim World® 2: Tees Valley Line: Darlington - Saltburn-By-The-Sea,747,29.238299999999995
747,Train Sim World® 2: Tees Valley Line: Darlington - Saltburn-By-The-Sea,748,
748,Street Fighter V - Capcom Pro Tour: 2022 Premier Pass,749,18.708299999999998
749,Train Sim World® 2: Isle Of Wight: Ryde - Shanklin,750,23.388299999999997
750,Firefighters: Airport Fire Department,751,23.388299999999997
751,Train Sim World® 2 Starter Bundle - UK Edition,752,38.5983
752,ONE PIECE BURNING BLOOD - Gold Pack,753,23.388299999999997
753,Crazy Chicken Xtreme,754,23.388299999999997
754,Crazy Chicken Xtreme,755,18.708299999999998
755,STAR OCEAN First Departure R,756,19.878299999999996
756,Deadlight: Director's Cut,757,15.1983
757,Bus Driver Simulator - European Minibus,758,1.9772999999999998
758,Pumped BMX +,759,9.3483
759,Trove - Hearty Party Pack 1,760,17.5383
760,Train Sim World® 2: Peninsula Corridor: San Francisco - San Jose,761,29.238299999999995
761,Train Sim World® 2: Peninsula Corridor: San Francisco - San Jose,762,
762,Train Sim World® 2: Diesel Legends of the Great Western,763,17.5383
763,GOD EATER 2 Rage Burst,764,52.6383
764,Train Sim World® 2: London Underground 1938 Stock EMU,765,13.443299999999999
765,Train Sim World® 2: West Somerset Railway,766,23.388299999999997
766,Train Sim World® 2: West Somerset Railway,767,
767,CrossCode,768,18.708299999999998
768,Train Sim World®: Main Spessart Bahn: Aschaffenburg - Gemünden,769,29.238299999999995
769,Steam Engine,770,0.9243
770,Train Sim World® 2: East Coastway,771,29.238299999999995
771,Train Sim World® 2: East Coastway,772,
772,World of Warships: Legends - PS4 Heavy Hitter,773,43.2783
773,LEGO® Star Wars™: The Skywalker Saga Classic Character Pack,774,2.9133
774,Pool & Snooker Nation Bundle,775,11.6883
775,Infinite Tanks WWII,776,18.708299999999998
776,Blood Bowl 2,777,18.708299999999998
777,The Lucid Dreamer Bundle,778,77.2083
778,Bus Driver Simulator - Tourist,779,1.9772999999999998
779,Under The Jolly Roger - Avatar Full Game Bundle,780,22.218299999999996
780,Team Sonic Racing & Super Monkey Ball: Banana Blitz HD,781,58.488299999999995
781,Atomicrops: Reap What You Bundle,782,17.5383
782,GUILTY GEAR Xrd -REVELATOR-,783,18.708299999999998
783,Fury Unleashed,784,18.708299999999998
784,LEGO® Star Wars™: Rogue One: A Star Wars Story Character Pack,785,2.9133
785,Train Sim World® 2: Clinchfield Railroad: Elkhorn - Dante,786,29.238299999999995
786,Kingdom: New Lands,787,14.0283
787,Train Sim World® 2: BR Heavy Freight Pack,788,13.443299999999999
788,Train Sim World® 2: BR Heavy Freight Pack,789,
789,Last Stop,790,23.388299999999997
790,Bus Driver Simulator - Modern City Bus,791,2.9133
791,Train Sim World®: Hauptstrecke Rhein-Ruhr: Duisburg - Bochum,792,29.238299999999995
792,LEGO® Star Wars™: Solo: A Star Wars Story Character Pack,793,2.9133
793,Fishing Sim World®: Pro Tour - Laguna Iquitos,794,10.5183
794,Train Sim World®: East Coastway,795,29.238299999999995
795,Stikbold! A Dodgeball Adventure,796,9.3483
796,Redo!,797,9.3483
797,Snooker Nation Championship,798,11.454299999999998
798,Train Sim World: DB BR 182,799,13.443299999999999
799,Hotshot Racing,800,18.708299999999998
800,Brain in Retro Space Premium Bundle,801,2.9133
801,36 Fragments of Midnight,802,2.9133
802,Him & Her Collection,803,3.8493
803,Train Sim World® 2: Cane Creek: Thompson - Potash,804,29.238299999999995
804,Overcooked! 2 - Too Many Cooks Pack,805,2.9133
805,Euro Fishing: Ultimate Edition,806,43.2783
806,Firefighters: Airport Heroes,807,29.238299999999995
807,Gal*Gun: Double Peace,808,18.708299999999998
808,Freshly Frosted,809,8.646299999999998
809,TABLE TOP RACING: WORLD TOUR - SWAG BAG,810,7.5933
810,Kona,811,14.0283
811,Fishing Sim World®: Pro Tour - Jezioro Bestii,812,10.5183
812,DEMON GAZE EXTRA Digital Premium Edition,813,77.2083
813,Euro Fishing: Le Lac d'or,814,10.5183
814,Warhammer Quest,815,38.5983
815,The Wizard and The Slug PS4 & PS5,816,4.6683
816,Cris Tales,817,40.9383
817,Train Sim World® 2 Starter Bundle - USA Edition,818,38.5983
818,BRAIN BREAKER BEST AVATARS PREMIUM BUNDLE,819,4.6683
819,One Piece Burning Blood - CHARACTER PACK,820,9.3483
820,Arcade Spirits: The New Challengers,821,18.708299999999998
821,Arcade Spirits: The New Challengers,822,18.708299999999998
822,Train Sim World®: Rhein-Ruhr Osten: Wuppertal - Hagen,823,29.238299999999995
823,Touhou Hyouibana　～ Antinomy of Common Flowers.,824,29.238299999999995
824,Everyday Heroes Bundle,825,33.918299999999995
825,Train Sim World®: Ruhr-Sieg Nord,826,29.238299999999995
826,ONE PIECE BURNING BLOOD - GOLD Movie Pack 2,827,5.8383
827,Bad North Portraits Pack,828,3.8493
828,Dragon Ball Xenoverse: Time Travel Edition,829,64.3383
829,Atomicrops: Reap What You Crow,830,3.8493
830,Alwa's Legacy,831,14.0283
831,Train Sim World® 2: Caltrain MP36PH-3C 'Baby Bullet',832,13.443299999999999
832,Train Sim World® 2: Caltrain MP36PH-3C 'Baby Bullet',833,
833,Table Top Racing: Supercharger Pack,834,0.9243
834,ADIOS Amigos: Galactic Explorers,835,11.103299999999999
835,CrossCode: A New Home,836,9.3483
836,Fishing Sim World®: Pro Tour - Trophy Hunter's Equipment Pack,837,5.8383
837,Lethis - Path of Progress,838,18.708299999999998
838,Chernobylite - Autumn Dread Pack,839,3.8493
839,Euro Fishing: Urban Edition,840,23.388299999999997
840,Train Sim World® 2: LIRR M3 EMU,841,13.443299999999999
841,Train Sim World® 2: LIRR M3 EMU,842,
842,[Revival] DOA6 Hot Summer Costume Set,843,18.708299999999998
843,Train Sim World®: Northern Trans-Pennine,844,29.238299999999995
844,Hue,845,14.0283
845,WARTILE,846,18.708299999999998
846,El Hijo - A Wild West Tale,847,18.708299999999998
847,Last Day of June,848,18.708299999999998
848,Paradise Lost,849,14.0283
849,BALAN WONDERWORLD PS4 & PS5,850,40.9383
850,ONE PIECE BURNING BLOOD - Monkey D. Garp (character),851,2.9133
851,Action Henk,852,14.0283
852,Horizon Chase Turbo - Ayrton Senna Edition,853,22.218299999999996
853,Tokyo Dark – Remembrance –,854,17.5383
854,Stranded Sails - Explorers of the Cursed Islands,855,23.388299999999997
855,Stranded Sails: Explorers of the Cursed Islands,856,23.388299999999997
856,Blackberry Honey PS4 & PS5,857,11.6883
857,DOA6 Season Pass 3,858,77.2083
858,DRAGON BALL FighterZ - Super Baby 2,859,4.6683
859,DUNGEON ENCOUNTERS,860,29.238299999999995
860,FINAL FANTASY XV ROYAL PACK,861,14.0283
861,I am Setsuna,862,38.5983
862,Funny Truck,863,0.9243
863,Verdun,864,18.708299999999998
864,BLUE REFLECTION: Season Pass,865,77.2083
865,Island Time VR,866,13.5603
866,Kingdom Two Crowns: Jarl Edition,867,31.578299999999995
867,Beyond Blue,868,18.708299999999998
868,Dead by Daylight: KILLER EXPANSION PACK,869,29.238299999999995
869,Klassic MK Movie Skin Pack,870,5.8383
870,Punch Line,871,40.9383
871,BLACKSAD: Under the Skin,872,40.9383
872,Epic Chef,873,23.388299999999997
873,REMOTE LIFE PS4 & PS5,874,17.5383
874,Umbrella Corps Deluxe Edition,875,17.5383
875,WORLDEND SYNDROME,876,40.9383
876,SnowRunner - Season 3: Locate & Deliver,877,6.774299999999999
877,SnowRunner - Season 3: Locate & Deliver,878,6.774299999999999
878,Power Rangers: Battle for the Grid - Super Edition,879,46.7883
879,Conan Exiles - Seekers of the Dawn Pack,880,9.3483
880,Fuga: Melodies of Steel,881,38.5983
881,Fuga: Melodies of Steel,882,38.5983
882,Wukong,883,9.3483
883,Beyond a Steel Sky,884,40.9383
884,Beyond a Steel Sky,885,40.9383
885,DRAGON QUEST BUILDERS™,886,56.1483
886,Dead Alliance™,887,29.238299999999995
887,The Pedestrian,888,15.1983
888,Rims Racing - European Manufacturers Deluxe Edition,889,63.168299999999995
889,Rims Racing - European Manufacturers Deluxe Edition,890,63.168299999999995
890,"Guns, Gore and Cannoli",891,9.3483
891,SteinsGate 0,892,23.388299999999997
892,Conan Chop Chop,893,18.708299999999998
893,Tennis World Tour - Roland-Garros Edition,894,29.238299999999995
894,Atelier Sophie 2: The Alchemist of the Mysterious Dream Digital Deluxe Edition,895,64.3383
895,Rain World,896,15.1983
896,Complete Your ARK Season Pass,897,
897,A Knight's Quest,898,23.388299999999997
898,BLUE REFLECTION: Second Light Season Pass,899,43.2783
899,FINAL FANTASY XV Season Pass,900,14.0283
900,Word Mesh,901,6.774299999999999
901,Hyper Jam,902,15.1983
902,Hood: Outlaws & Legends,903,18.708299999999998
903,Shining Resonance Refrain,904,29.238299999999995
904,Fantasy General II: Invasion,905,31.578299999999995
905,Alien Invasion,906,4.6683
906,Train Station Renovation,907,14.0283
907,Conan Exiles - Blood and Sand Pack,908,9.3483
908,Constructor Game,909,18.708299999999998
909,Contagion VR: Outbreak,910,14.0283
910,Conan Exiles - Riders of Hyboria Pack,911,9.3483
911,Xeno Crisis,912,17.5383
912,BLUE REFLECTION: Second Light Digital Deluxe Edition,913,70.1883
913,Nex Machina,914,18.708299999999998
914,BPM: Bullets Per Minute,915,23.388299999999997
915,Fishing Sim World: Pro Tour Deluxe Edition,916,23.388299999999997
916,Bassmaster® Fishing 2022: Deluxe Edition PS4™ and PS5™,917,29.238299999999995
917,Rush VR,918,23.388299999999997
918,Réussir : Code de la Route - Nouvelle Édition (French Highway Code),919,29.238299999999995
919,Conan Exiles - Treasures of Turan Pack,920,9.3483
920,MAGLAM LORD Deluxe Edition,921,58.488299999999995
921,Train Sim World® 2: Main Spessart Bahn: Aschaffenburg - Gemünden,922,29.238299999999995
922,Train Sim World® 2: Main Spessart Bahn: Aschaffenburg - Gemünden,923,
923,DRAGON QUEST BUILDERS 2 - Season Pass,924,19.878299999999996
924,SaGa Frontier Remastered,925,23.388299999999997
925,Yoku's Island Express,926,18.708299999999998
926,Pure Pool Snooker Bundle,927,10.869299999999999
927,Angry Birds VR: Isle of Pigs,928,14.0283
928,Owlboy,929,21.048299999999998
929,Summer Vibes,930,1.9772999999999998
930,Dead by Daylight: SURVIVOR EXPANSION PACK,931,29.238299999999995
931,Old Man's Journey,932,9.3483
932,MAGLAM LORD,933,40.9383
933,Brigandine: The Legend of Runersia,934,46.7883
934,Pro Fishing Simulator,935,46.7883
935,Deep Sky Derelicts: Definitive Edition,936,23.388299999999997
936,Marvel vs. Capcom: Infinite Premium Costume Pass,937,29.238299999999995
937,Fell Seal: Arbiter's Mark,938,23.388299999999997
938,Mega Man Legacy Collection 1 & 2 Combo Pack,939,23.388299999999997
939,Extinction,940,29.238299999999995
940,Conan Exiles - The Savage Frontier Pack,941,9.3483
941,Masquerade Skin Pack,942,5.8383
942,Masquerade Skin Pack,943,5.8383
943,Prison Boss VR,944,18.708299999999998
944,LOST SPHEAR,945,46.7883
945,The Wardrobe,946,18.708299999999998
946,V-Rally 4 Ultimate Edition,947,40.9383
947,Shadow Legend VR,948,23.388299999999997
948,Conan Exiles - Jewel of the West Pack,949,9.3483
949,Euro Fishing,950,17.5383
950,Memories of Mars,951,18.708299999999998
951,THE CASINO COLLECTION,952,9.3483
952,Train Sim World® 2: Rush Hour - Boston Sprinter,953,29.238299999999995
953,Train Sim World® 2: Southeastern BR Class 465 EMU,954,13.443299999999999
954,Black Desert - Traveler Item Pack,955,
955,Train Sim World® 2: Rapid Transit,956,29.238299999999995
956,Train Sim World® 2: Rapid Transit,957,
957,Rims Racing - Japanese Manufacturers Deluxe Edition,958,63.168299999999995
958,Rims Racing - Japanese Manufacturers Deluxe Edition,959,63.168299999999995
959,Aeon Must Die!,960,18.708299999999998
960,LEFT ALIVE® DAY ONE EDITION,961,58.488299999999995
961,Super Mega Baseball 3,962,38.5983
962,Conan Exiles - The Riddle of Steel,963,6.774299999999999
963,Q.U.B.E. 2,964,23.388299999999997
964,ROMANCING SAGA 3™,965,32.74829999999999
965,Instant Sports Plus,966,23.388299999999997
966,Instant Sports Plus,967,23.388299999999997
967,Anima: Gate of memories,968,18.708299999999998
968,Yakuza Series Collaboration Pack,969,9.3483
969,Power Rangers: Battle for the Grid - Season Four Pass,970,14.0283
970,Dawn of Fear,971,14.0283
971,Puzzling Places,972,22.218299999999996
972,My Universe - Cooking Star Restaurant,973,40.9383
973,The Surge - Augmented Edition,974,23.388299999999997
974,Kitaria Fables,975,18.708299999999998
975,Draugen,976,18.708299999999998
976,Sunless Skies: Sovereign Edition,977,22.218299999999996
977,Röki,978,18.708299999999998
978,Sparklite,979,23.388299999999997
979,Bubble Shooter FX,980,4.6683
980,Chicken Police – Paint it RED!,981,18.708299999999998
981,Chicken Police – Paint it RED! PS4 & PS5,982,18.708299999999998
982,Wraith: The Oblivion - Afterlife,983,18.708299999999998
983,Genesis Alpha One,984,29.238299999999995
984,Kingdom Two Crowns: Norse Lands Edition,985,23.388299999999997
985,Pixel Ripped 1995,986,18.708299999999998
986,Eternal Radiance,987,16.368299999999998
987,Ashen: Nightstorm Isle,988,9.3483
988,Wattam,989,18.708299999999998
989,Banner of the Maid,990,16.368299999999998
990,West of Dead Path of the Crow Edition,991,19.878299999999996
991,The Guy VR,992,9.3483
992,A Memoir Blue,993,8.424
993,Murder House,994,11.103299999999999
994,Harvest Life,995,23.388299999999997
995,Harvest Life,996,29.238299999999995
996,Conan Exiles - The Imperial East Pack,997,9.3483
997,Tannenberg,998,18.708299999999998
998,Manual Samuel,999,9.3483
999,The Lord of the Rings: Adventure Card Game Definitive Edition,1000,18.708299999999998
