,category,Image,Title,author,Price
0,Art and Design,https://blackwells.co.uk//jacket/200x200/9781855145870.jpg,David Hockney - Normandy Portra...,"David Hockney, Natio...",22.15
1,Art and Design,https://blackwells.co.uk//jacket/200x200/9781788842389.jpg,The Rolling Stones,Acc Art Books Ltd (C...,63.87
2,Art and Design,https://blackwells.co.uk//jacket/200x200/9781350143111.jpg,The Intersection of Fashion and...,Kate Annett-Hitchcock,26.85
3,Art and Design,https://blackwells.co.uk//jacket/200x200/9780770435219.jpg,Urban Watercolor Sketching,Felix Scheinberger,21.03
4,Art and Design,https://blackwells.co.uk//jacket/200x200/9781032324142.jpg,Experiencing Accents,Philip Thompson (aut...,38.37
5,Art and Design,https://blackwells.co.uk//jacket/200x200/9780760382806.jpg,Made to Measure,Elisalex Jewell,24.3
6,Art and Design,https://blackwells.co.uk//jacket/200x200/9781849947671.jpg,Sea Pools,Chris Romer-Lee,35.54
7,Art and Design,https://blackwells.co.uk//jacket/200x200/9781912235575.jpg,Ghost Trees,Bob Gilbert,15.41
8,Art and Design,https://blackwells.co.uk//jacket/200x200/9783836507462.jpg,Wassily Kandinsky,"Hajo Düchting, Wassi...",18.29
9,Art and Design,https://blackwells.co.uk//jacket/200x200/9781914236228.jpg,Salena Godden - Pessimism Is fo...,Salena Godden,28.96
10,Art and Design,https://blackwells.co.uk//jacket/200x200/9780141995311.jpg,140 Artists' Ideas for Planet E...,Hans Ulrich Obrist (...,14.04
11,Art and Design,https://blackwells.co.uk//jacket/200x200/9781858947075.jpg,Mid-Century Type,David Jury,40.65
12,Art and Design,https://blackwells.co.uk//jacket/200x200/9780136746911.jpg,100 Things Every Designer Needs...,Susan Weinschenk,26.7
13,Art and Design,https://blackwells.co.uk//jacket/200x200/9781781577820.jpg,How to Be an Artist,Jerry Saltz,13.33
14,Art and Design,https://blackwells.co.uk//jacket/200x200/9784756253941.jpg,Fashion Illustration Book,Tanaka,25.86
15,Art and Design,https://blackwells.co.uk//jacket/200x200/9781907896972.jpg,Translations from Drawing to Bu...,Robin Evans,36.58
16,Art and Design,https://blackwells.co.uk//jacket/200x200/9780141391649.jpg,The Futurist Cookbook,F. T. Marinetti (aut...,14.04
17,Art and Design,https://blackwells.co.uk//jacket/200x200/9780262545235.jpg,Architecture and Abstraction,Pier Vittorio Aureli,35.37
18,Art and Design,https://blackwells.co.uk//jacket/200x200/9782878682793.jpg,Rome Sketchbook,Fabrice Moireau (ill...,29.03
19,Art and Design,https://blackwells.co.uk//jacket/200x200/9781631069772.jpg,Cute Creature Art Class,Naomi Lord,18.98
20,Art and Design,https://blackwells.co.uk//jacket/200x200/9781350193772.jpg,Tartan,Jonathan Faiers,30.62
21,Biography,https://blackwells.co.uk//jacket/200x200/9781843682400.jpg,Art Exposed,Julian Spalding,21.97
22,Biography,https://blackwells.co.uk//jacket/200x200/9781914317880.jpg,Cats Who Changed the World,Dan Jones,18.02
23,Biography,https://blackwells.co.uk//jacket/200x200/9780907871491.jpg,Scum of the Earth,Arthur Koestler,18.44
24,Biography,https://blackwells.co.uk//jacket/200x200/9781604697896.jpg,The Landscapes of Anne of Green...,Catherine Reid,21.13
25,Biography,https://blackwells.co.uk//jacket/200x200/9780393285185.jpg,Samuelson Friedman,Nicholas Wapshott,27.53
26,Biography,https://blackwells.co.uk//jacket/200x200/9780241992531.jpg,"OK, Let's Do Your Stupid Idea",Patrick Freyne,13.32
27,Biography,https://blackwells.co.uk//jacket/200x200/9780553816723.jpg,Gweilo,Martin Booth,15.15
28,Biography,https://blackwells.co.uk//jacket/200x200/9781784162818.jpg,All That Remains,Sue M. Black,15.15
29,Biography,https://blackwells.co.uk//jacket/200x200/9780674275607.jpg,Travels With Tocqueville Beyond...,Jeremy Jennings,34.78
30,Biography,https://blackwells.co.uk//jacket/200x200/9781787636897.jpg,Nowhere to Run,Jonathan Sayer,20.65
31,Biography,https://blackwells.co.uk//jacket/200x200/9781626985179.jpg,Ukraine Diary,Henri J. M. Nouwen (...,20.48
32,Biography,https://blackwells.co.uk//jacket/200x200/9780008483890.jpg,"Hitler, Stalin, Mum and Dad",Daniel Finkelstein,13.91
33,Biography,https://blackwells.co.uk//jacket/200x200/9781538756287.jpg,God Calls Us to Do Hard Things,Katie Boyd Britt,23.23
34,Biography,https://blackwells.co.uk//jacket/200x200/9781408719305.jpg,Echoes,Will Sergeant,24.11
35,Biography,https://blackwells.co.uk//jacket/200x200/9781913368876.jpg,Leadership,Simon McDonald,16.63
36,Biography,https://blackwells.co.uk//jacket/200x200/9781780879925.jpg,Citizen Clem,John Bew,17.35
37,Biography,https://blackwells.co.uk//jacket/200x200/9781474620949.jpg,Meditations,Marcus Aurelius (aut...,10.6
38,Biography,https://blackwells.co.uk//jacket/200x200/9781399613323.jpg,The Simple Life,Sarah Beeny,20.67
39,Biography,https://blackwells.co.uk//jacket/200x200/9780857162625.jpg,A Very Simple Mind,Derek Forbes,23.62
40,Biography,https://blackwells.co.uk//jacket/200x200/9780440120148.jpg,Devil's Guard,George R. Elford,12.53
41,Biography,https://blackwells.co.uk//jacket/200x200/9780571356539.jpg,Miss Dior,Justine Picardie,22.38
42,Children's,https://blackwells.co.uk//jacket/200x200/9780152060305.jpg,Whoever You Are,"Mem Fox (author), Le...",8.77
43,Children's,https://blackwells.co.uk//jacket/200x200/9780593119877.jpg,Hot Cocoa Calm,Kira Willey (author)...,12.77
44,Children's,https://blackwells.co.uk//jacket/200x200/9780241543290.jpg,Diwali,Aditi Kakade Beaufra...,11.39
45,Children's,https://blackwells.co.uk//jacket/200x200/9781782507086.jpg,My First Root Children,Sibylle Olfers,12.05
46,Children's,https://blackwells.co.uk//jacket/200x200/9780241488942.jpg,"Hello, Star",Stephanie V. W. Luci...,12.61
47,Children's,https://blackwells.co.uk//jacket/200x200/9781405930123.jpg,Dr. Ninth,Adam Hargreaves (aut...,10.11
48,Children's,https://blackwells.co.uk//jacket/200x200/9781474935937.jpg,Sticker Dolly Dressing Fashion ...,"Fiona Watt (author),...",15.34
49,Children's,https://blackwells.co.uk//jacket/200x200/9781523502073.jpg,"Baby, Let's Eat!",Stephan Lomp (artist),10.11
50,Children's,https://blackwells.co.uk//jacket/200x200/9781474979887.jpg,Why Do Things Die?,Katie Daynes (author...,14.58
51,Children's,https://blackwells.co.uk//jacket/200x200/9781911631590.jpg,Imagine,Alison Lester,16.15
52,Children's,https://blackwells.co.uk//jacket/200x200/9780956678348.jpg,Landy's New Home,Veronica Lamond,15.41
53,Children's,https://blackwells.co.uk//jacket/200x200/9781409535683.jpg,The Story of Pinocchio,"Katie Daynes, Mauro ...",11.3
54,Children's,https://blackwells.co.uk//jacket/200x200/9781409564522.jpg,A Puzzle a Day,Phillip Clarke (auth...,13.36
55,Children's,https://blackwells.co.uk//jacket/200x200/9780956678300.jpg,Landy,Veronica Lamond,15.41
56,Children's,https://blackwells.co.uk//jacket/200x200/9781805311959.jpg,The Missing Unicorn,Russell Punter (auth...,12.05
57,Children's,https://blackwells.co.uk//jacket/200x200/9781338767681.jpg,Five Nights at Freddy's Ultimat...,Scott Cawthon,15.34
58,Children's,https://blackwells.co.uk//jacket/200x200/9780241533376.jpg,My First Words,Dawn Sirett,12.37
59,Children's,https://blackwells.co.uk//jacket/200x200/9781433803185.jpg,What to Do When You Dread Your ...,"Dawn Huebner, Bonnie...",18.8
60,Children's,https://blackwells.co.uk//jacket/200x200/9781849394475.jpg,Tuesday,David Wiesner,12.77
61,Children's,https://blackwells.co.uk//jacket/200x200/9781409555384.jpg,Build Your Own Cars Sticker Book,Simon Tudhope (autho...,12.77
62,Children's,https://blackwells.co.uk//jacket/200x200/9781474981026.jpg,Don't Tickle the Tiger!,"Sam Taplin (author),...",16.93
63,Children's,https://blackwells.co.uk//jacket/200x200/9781474998888.jpg,Electricity,Victoria M. Williams...,15.34
64,Children's,https://blackwells.co.uk//jacket/200x200/9780008621919.jpg,Christmas Cracker,"Kia Marie Hunt, Coll...",10.19
65,Children's,https://blackwells.co.uk//jacket/200x200/9780395971239.jpg,One Hundred Hungry Ants,Elinor J. Pinczes (a...,12.37
66,Children's,https://blackwells.co.uk//jacket/200x200/9780593193310.jpg,What Is God Like,Rachel Held Evans (a...,18.66
67,Computing,https://blackwells.co.uk//jacket/200x200/9780670921607.jpg,The Lean Startup,Eric Ries,18.44
68,Computing,https://blackwells.co.uk//jacket/200x200/9781338767681.jpg,Five Nights at Freddy's Ultimat...,Scott Cawthon,15.34
69,Computing,https://blackwells.co.uk//jacket/200x200/9780136746911.jpg,100 Things Every Designer Needs...,Susan Weinschenk,26.7
70,Computing,https://blackwells.co.uk//jacket/200x200/9780136823407.jpg,SAFe 5.0 Distilled,"Richard Knaster, Dea...",15.08
71,Computing,https://blackwells.co.uk//jacket/200x200/9781910523360.jpg,ClearRevise OCR GCSE Exam Tutor...,,15.49
72,Computing,https://blackwells.co.uk//jacket/200x200/9781617296901.jpg,Data Pipelines With Apache Airf...,"Bas Harenslak, Julia...",40.63
73,Computing,https://blackwells.co.uk//jacket/200x200/9781446903896.jpg,ICT. Revision Workbook,"Nicola Hughes, David...",13.06
74,Computing,https://blackwells.co.uk//jacket/200x200/9780262528900.jpg,Software Abstractions,Daniel Jackson,44.58
75,Computing,https://blackwells.co.uk//jacket/200x200/9781846149481.jpg,Gamish,Edward Ross,22.15
76,Computing,https://blackwells.co.uk//jacket/200x200/9781803361666.jpg,Overwatch,Seanan McGuire,34.84
77,Computing,https://blackwells.co.uk//jacket/200x200/9781501399916.jpg,Barcode,Jordan Frith,14.04
78,Computing,https://blackwells.co.uk//jacket/200x200/9781617299711.jpg,Julia as a Second Language,Erik Engheim,45.89
79,Computing,https://blackwells.co.uk//jacket/200x200/9780702312847.jpg,Getting Away With Murder,Kathryn Foxfield,13.53
80,Computing,https://blackwells.co.uk//jacket/200x200/9781617294358.jpg,Secure by Design,"Dan Bergh Johnsson, ...",40.63
81,Computing,https://blackwells.co.uk//jacket/200x200/9780321437389.jpg,Implementing Lean Software Deve...,"Mary Poppendieck, Th...",37.15
82,Computing,https://blackwells.co.uk//jacket/200x200/9781914239656.jpg,The Repair Shop,Jayne Dowle (author)...,23.13
83,Computing,https://blackwells.co.uk//jacket/200x200/9781492079224.jpg,Articulating Design Decisions,Tom Greever,40.63
84,Computing,https://blackwells.co.uk//jacket/200x200/9781119796886.jpg,MATLAB for Dummies,"Jim Sizemore, John M...",26.16
85,Computing,https://blackwells.co.uk//jacket/200x200/9780128182024.jpg,Designing With the Mind in Mind,Jeff Johnson,49.76
86,Computing,https://blackwells.co.uk//jacket/200x200/9781772942705.jpg,Elden Ring Volume II,FromSoftware,56.89
87,Crime,https://blackwells.co.uk//jacket/200x200/9781472243690.jpg,Faithful Unto Death,Caroline Graham,13.33
88,Crime,https://blackwells.co.uk//jacket/200x200/9781639640225.jpg,The Sanctuary,Gustavo Eduardo Abre...,18.38
89,Crime,https://blackwells.co.uk//jacket/200x200/9781804365472.jpg,A Thief's Justice,Douglas Skelton,13.32
90,Crime,https://blackwells.co.uk//jacket/200x200/9780425280867.jpg,Look Closer,David Ellis,19.2
91,Crime,https://blackwells.co.uk//jacket/200x200/9781914198663.jpg,Lord Jim at Home,Dinah Brooke,13.62
92,Crime,https://blackwells.co.uk//jacket/200x200/9781529418903.jpg,Coffin Road,Peter May,10.6
93,Crime,https://blackwells.co.uk//jacket/200x200/9781473224377.jpg,Winter's Gifts,Ben Aaronovitch,17.01
94,Crime,https://blackwells.co.uk//jacket/200x200/9780715654514.jpg,The Spirit Engineer,A. J. West,13.53
95,Crime,https://blackwells.co.uk//jacket/200x200/9781912310203.jpg,Lady's Well,L. J. Ross,13.32
96,Crime,https://blackwells.co.uk//jacket/200x200/9781912310197.jpg,Bamburgh,L. J. Ross,13.32
97,Crime,https://blackwells.co.uk//jacket/200x200/9781405945653.jpg,A Twisted Love Story,Samantha Downing,13.32
98,Crime,https://blackwells.co.uk//jacket/200x200/9781974733965.jpg,Sakamoto Days. 4,Yuto Suzuki,11.48
99,Crime,https://blackwells.co.uk//jacket/200x200/9780571371044.jpg,The Glass Pearls,Emeric Pressburger,13.62
100,Crime,https://blackwells.co.uk//jacket/200x200/9781974734412.jpg,Sakamoto Days. 5,Yuto Suzuki,11.47
101,Crime,https://blackwells.co.uk//jacket/200x200/9781788424233.jpg,Death and Croissants,Ian Moore,13.53
102,Crime,https://blackwells.co.uk//jacket/200x200/9780008164898.jpg,Cards on the Table,Agatha Christie,13.24
103,Crime,https://blackwells.co.uk//jacket/200x200/9780857305626.jpg,Never Walk Away,Nick Triplow,13.62
104,Crime,https://blackwells.co.uk//jacket/200x200/9780008555696.jpg,The Lie Maker,Linwood Barclay,22.31
105,Crime,https://blackwells.co.uk//jacket/200x200/9780008507237.jpg,Five Survive,Holly Jackson,12.82
106,Crime,https://blackwells.co.uk//jacket/200x200/9781914585883.jpg,His Favourite Graves,Paul Cleave,12.62
107,Crime,https://blackwells.co.uk//jacket/200x200/9781800328723.jpg,The Devil's Domain,P. C. Doherty,9.47
108,Crime,https://blackwells.co.uk//jacket/200x200/9780857500083.jpg,Echo Burning,Lee Child,14.38
109,Education,https://blackwells.co.uk//jacket/200x200/9781398372283.jpg,AQA GCSE (9-1) Citizenship Stud...,Mike Mitchell,17.45
110,Education,https://blackwells.co.uk//jacket/200x200/9780953871438.jpg,The Word Wasp,Harry Cowling,39.01
111,Education,https://blackwells.co.uk//jacket/200x200/9781398317208.jpg,AQA GCSE (9-1) Citizenship. Wor...,Mike Mitchell,17.52
112,Education,https://blackwells.co.uk//jacket/200x200/9781903269268.jpg,Better Play,Alison Woolf,37.66
113,Education,https://blackwells.co.uk//jacket/200x200/9781510414044.jpg,Caribbean Primary Mathematics. ...,Karen Morrison,20.23
114,Education,https://blackwells.co.uk//jacket/200x200/9781529200348.jpg,The Soul of a University,Chris Brink,19.54
115,Education,https://blackwells.co.uk//jacket/200x200/9780198378815.jpg,Read Write Inc. Phonics: My Set...,Ruth Miskin,44.49
116,Education,https://blackwells.co.uk//jacket/200x200/9781338776942.jpg,Curse of the Shadow Dragon,Tracey West (author)...,11.12
117,Education,https://blackwells.co.uk//jacket/200x200/9781338776874.jpg,Bloom of the Flower Dragon,Tracey West (author)...,10.91
118,Education,https://blackwells.co.uk//jacket/200x200/9781787754874.jpg,The Teacher's Introduction to P...,Clare Truman,21.42
119,Education,https://blackwells.co.uk//jacket/200x200/9781529716221.jpg,Play in the Early Years,"Owen, Kay",27.65
120,Education,https://blackwells.co.uk//jacket/200x200/9781789083163.jpg,KS3 Maths Year 7 Targeted Workb...,"CGP Books (author), ...",12.03
121,Education,https://blackwells.co.uk//jacket/200x200/9780367645694.jpg,Spelling for Life,Lyn Stone,31.33
122,Education,https://blackwells.co.uk//jacket/200x200/9780241463376.jpg,White Teeth,Zadie Smith,11.39
123,Education,https://blackwells.co.uk//jacket/200x200/9780198359289.jpg,AQA Physics for GCSE Combined S...,Jim Breithaupt (auth...,27.86
124,Education,https://blackwells.co.uk//jacket/200x200/9780198359272.jpg,AQA Chemistry for GCSE Combined...,"Lawrie Ryan, R. D. P...",27.86
125,Education,https://blackwells.co.uk//jacket/200x200/9781529792850.jpg,Great FE Teaching,Samantha Jones (edit...,26.52
126,Education,https://blackwells.co.uk//jacket/200x200/9780008587857.jpg,The Times Good University Guide...,Zoe Thomas,22.31
127,Education,https://blackwells.co.uk//jacket/200x200/9781781913017.jpg,The Bible Explorer,Carine Mackenzie (au...,18.58
128,Education,https://blackwells.co.uk//jacket/200x200/9781412989022.jpg,Thinking Through Quality Questi...,"Jackie A. Walsh, Bet...",31.34
129,Education,https://blackwells.co.uk//jacket/200x200/9780241520819.jpg,The Children Act,"Anna Trewin, Ian McE...",11.88
130,Education,https://blackwells.co.uk//jacket/200x200/9780198494645.jpg,"Invasion, Plague and Murder",A. Wilkes,32.44
131,Education,https://blackwells.co.uk//jacket/200x200/9781382016469.jpg,Oxford Resources for IB DP Chem...,"Bylikin, Sergey",74.61
132,Fiction,https://blackwells.co.uk//jacket/200x200/9781785948268.jpg,Planet of the Ood,Keith Temple,14.37
133,Fiction,https://blackwells.co.uk//jacket/200x200/9780099430872.jpg,Mr Palomar,Italo Calvino (autho...,10.82
134,Fiction,https://blackwells.co.uk//jacket/200x200/9781805301653.jpg,The Caretaker,Ron Rash,18.85
135,Fiction,https://blackwells.co.uk//jacket/200x200/9781804365472.jpg,A Thief's Justice,Douglas Skelton,13.32
136,Fiction,https://blackwells.co.uk//jacket/200x200/9781405964234.jpg,Sable Peak,Devney Perry,14.26
137,Fiction,https://blackwells.co.uk//jacket/200x200/9780060617516.jpg,The Long Loneliness,Dorothy Day (author)...,17.86
138,Fiction,https://blackwells.co.uk//jacket/200x200/9780340750704.jpg,Noble House,James Clavell,18.46
139,Fiction,https://blackwells.co.uk//jacket/200x200/9781800812895.jpg,Closer,Dennis Cooper,14.26
140,Fiction,https://blackwells.co.uk//jacket/200x200/9781529418903.jpg,Coffin Road,Peter May,10.6
141,Fiction,https://blackwells.co.uk//jacket/200x200/9781435156234.jpg,The Arabian Nights,René Bull (illustrat...,34.84
142,Fiction,https://blackwells.co.uk//jacket/200x200/9781473224377.jpg,Winter's Gifts,Ben Aaronovitch,17.01
143,Fiction,https://blackwells.co.uk//jacket/200x200/9780715654514.jpg,The Spirit Engineer,A. J. West,13.53
144,Fiction,https://blackwells.co.uk//jacket/200x200/9780349142104.jpg,The Dog Who Dared to Dream,Sun-mi Hwang (author...,13.33
145,Fiction,https://blackwells.co.uk//jacket/200x200/9781805461005.jpg,The Amber Fury,Natalie Haynes,13.62
146,Fiction,https://blackwells.co.uk//jacket/200x200/9781459750814.jpg,South,Babak Lakghomi,17.11
147,Fiction,https://blackwells.co.uk//jacket/200x200/9781405945653.jpg,A Twisted Love Story,Samantha Downing,13.32
148,Fiction,https://blackwells.co.uk//jacket/200x200/9780008655655.jpg,Beren and Lúthien,J. R. R. Tolkien (au...,13.48
149,Fiction,https://blackwells.co.uk//jacket/200x200/9781529387582.jpg,Year of the Reaper,Makiia Lucier,12.7
150,Fiction,https://blackwells.co.uk//jacket/200x200/9781916254718.jpg,The House of Dolls,Barbara Comyns,14.77
151,Fiction,https://blackwells.co.uk//jacket/200x200/9780702310423.jpg,The Subtle Knife,Philip Pullman (auth...,31.94
152,Fiction,https://blackwells.co.uk//jacket/200x200/9781472157577.jpg,Liarmouth,John Waters,13.33
153,Fiction,https://blackwells.co.uk//jacket/200x200/9781788424233.jpg,Death and Croissants,Ian Moore,13.53
154,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781405921091.jpg,The Pasta Book,Gennaro Contaldo (au...,14.04
155,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781784885922.jpg,A New Way to Bake,Philip Khoury,29.03
156,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781788424233.jpg,Death and Croissants,Ian Moore,13.53
157,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781408726983.jpg,The Great British Bake Off. Fav...,Paul Hollywood (cont...,22.46
158,Food and Drink,https://blackwells.co.uk//jacket/200x200/9783791387444.jpg,Cocktails of the Movies,"Will Francis, Stacey...",16.97
159,Food and Drink,https://blackwells.co.uk//jacket/200x200/9788895218199.jpg,Puglia in Cucina: The Flavours ...,William Dello Russo ...,27.49
160,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781623717889.jpg,Provence: The Cookbook,Caroline Rimbert Cra...,31.99
161,Food and Drink,https://blackwells.co.uk//jacket/200x200/9780760384046.jpg,Modern Asian Kitchen,Kat Lieu,25.3
162,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781906136970.jpg,Great British Pub Guide,SAWDAYS,18.98
163,Food and Drink,https://blackwells.co.uk//jacket/200x200/9780600633495.jpg,200 Slow Cooker Recipes,Sara Lewis,10.76
164,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781922351814.jpg,Dark Rye and Honey Cake,Regula Ysewijn,24.39
165,Food and Drink,https://blackwells.co.uk//jacket/200x200/9780241302149.jpg,The Science of Spice,Stuart Farrimond,24.73
166,Food and Drink,https://blackwells.co.uk//jacket/200x200/9780762480623.jpg,Eddie Muller's Noir Bar,Eddie Muller,22.35
167,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781761500107.jpg,More Is More,Molly Baz,27.17
168,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781645678106.jpg,Elegant One-Pan Cakes,Sonali Ghosh,23.13
169,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781568364902.jpg,Japanese Kitchen Knives: Essent...,"Kate Klippensteen, Y...",29.03
170,Food and Drink,https://blackwells.co.uk//jacket/200x200/9781645678564.jpg,Nutrient-Dense Meal Prep,Olivia Robertson-Moe,29.1
171,Food and Drink,https://blackwells.co.uk//jacket/200x200/9780701189006.jpg,Nigella Summer,Nigella Lawson,29.03
172,Food and Drink,https://blackwells.co.uk//jacket/200x200/9780544005037.jpg,The Essential Scratch & Sniff G...,Richard Betts,18.93
173,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781427874191.jpg,"Sengoku Youko, Volume 4",Satoshi Mizukami,15.66
174,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781626921870.jpg,The Ancient Magus' Bride. Volum...,Kore Yamazaki,14.26
175,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781421579627.jpg,Demon Prince of Momochi House. 1,Aya Shouoto,13.13
176,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781974739059.jpg,Tamon's B-Side. Vol. 1,Yuki Shiwasu,11.48
177,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781646514854.jpg,Shangri-La Frontier. 4,"Katarina (author), R...",15.46
178,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781638586609.jpg,Kuma Kuma Kuma Bear (Manga) Vol...,"Kumanano (author), S...",15.76
179,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781646514847.jpg,Shangri-La Frontier. 3,"Katarina (author), R...",15.46
180,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781848192935.jpg,Trauma Is Really Strange,Steve Haines (author...,16.19
181,Graphic Novels,https://blackwells.co.uk//jacket/200x200/9781974736805.jpg,Sakamoto Days. 7,Yuto Suzuki,11.48
